307,P15066
308,P15209
309,Q3UA06
310,P48754
311,P70271
312,P79621
313,P97358
314,Q02067
315,Q60899
316,Q62392
317,Q7TNK1
318,Q8BGJ0
319,Q8BVL5
320,Q8C0J6
321,Q9CPV7
322,Q9EP71
323,Q9JI90
324,Q9JJR7
325,Q9QXN3
326,Q9WTU0
327,Q9WVP6
328,P49718
329,P16110
330,Q62448
331,P17208
332,P19785
333,P17433
334,P17679
335,Q04742
336,P17919
337,P97334
338,S4R1G9
339,P18469
340,Q9Z324
341,Q61026
342,Q60722
343,Q61286
344,P20108
345,P22091
346,P22227
347,P27889
348,Q8C0D7
349,P23204
350,P28700
351,P23708
352,P33242
353,P23772
354,Q925J9
355,P61202
356,P61216
357,Q07916
358,Q8BZZ3
359,Q99M28
360,P23950
361,Q9Z1X9
362,Q9CXE0
363,P25799
364,Q04863
365,Q8C5D8
366,Q8CE64
367,Q9WTK5
368,P25976
369,Q8K202
370,P26450
371,P27048
372,P97801
373,P27577
374,P27782
375,Q9JM05
376,P50538
377,P50540
378,Q80US8
379,Q91VN7
380,P28653
381,Q9R1Z7
382,P35396
383,P37242
384,Q60644
385,Q925B0
386,P97357
387,Q6PDZ2
388,P63017
389,Q8BQC3
390,P30051
391,Q9EPK5
392,P31245
393,Q6PDQ2
394,Q9CPN8
395,Q9D738
396,Q9ESG8
397,Q9JKB3
398,P62869
399,Q61645
400,Q9JJ64
401,P31315
402,P31316
403,P32020
404,Q04887
405,Q99ME7
406,P34056
407,Q91ZK0
408,P35545
409,P35639
410,P53566
411,P35922
412,P42669
413,P37172
414,Q9JIQ3
415,P40338
416,P97481
417,P40645
418,Q8VI67
419,P41133
420,P41139
421,P41230
422,Q9DB42
423,Q9QX99
424,P43120
425,P43136
426,Q9R164
427,Q6PCN7
428,P45448
429,Q62227
430,P70700
431,Q6P3E7
432,Q8BHZ4
433,P46684
434,Q62520
435,P48281
436,P48301
437,P48379
438,Q61660
439,Q99MD8
440,P81270
441,Q9JKN5
442,P48972
443,P81183
444,P48985
445,P49070
446,Q9D882
447,P49710
448,Q8VEE4
449,Q9CQ71
450,Q9JK30
451,Q9Z0H0
452,Q00288
453,Q04744
454,Q61169
455,Q91V10
456,Q91ZW3
457,P51450
458,P51942
459,P52633
460,Q8C092
461,P55098
462,P63166
463,P56389
464,P56873
465,P80313
466,Q7TN02
467,P56931
468,Q8C8R0
469,P58774
470,Q8BMZ5
471,Q640N1
472,Q811S7
473,Q8CCE9
474,Q9D2H6
475,Q9WTP9
476,P60122
477,Q9WTM5
478,P62880
479,Q9DCP6
480,Q9JLT4
481,Q99JX1
482,Q8VHS6
483,Q923B3
484,Q9CTY1
485,Q9CWU2
486,Q9WTN3
487,Q9WV72
488,P62322
489,Q9CQQ8
490,P62325
491,Q60809
492,P62340
493,P62509
494,Q8BW74
495,Q61412
496,Q9WUF3
497,P70210
498,Q8CDC7
499,P70281
500,Q62029
501,P70318
502,P70340
503,Q9R0G7
504,P70436
505,Q8K439
506,P70660
507,Q01822
508,Q8K5B9
509,Q91YQ3
510,Q921F2
511,Q9JL60
512,Q9WUL8
513,P84244
514,Q62280
515,P97302
516,P97305
517,Q8K120
518,P97346
519,Q9DA19
520,P97368
521,P97454
522,P97474
523,Q8CHK4
524,Q62231
525,Q9WTL8
526,P97489
527,Q9DBS8
528,P97769
529,P97784
530,Q9R1X4
531,Q9CQG4
532,Q60925
533,Q08297
534,P98192
535,Q3THK3
536,Q6GTH9
537,Q02085
538,Q02248
539,Q61315
540,Q02395
541,Q02591
542,Q03358
543,Q62504
544,Q8BXP5
545,Q8R5C8
546,Q9CWW7
547,Q9D504
548,Q04211
549,Q91VY5
550,Q9WTP3
551,Q8VCD5
552,Q9ER75
553,Q07174
554,Q8CDD8
555,Q07230
556,Q6PD29
557,Q8VE28
558,Q07231
559,Q60953
560,Q07243
561,Q9QZB6
562,Q61103
563,Q62240
564,Q7TPV4
565,Q8BLR9
566,Q8CFI7
567,Q8VE42
568,Q8VHI4
569,Q91X20
570,Q922V4
571,Q924S6
572,Q99MY8
573,Q9CQ39
574,Q9D7M8
575,Q9JIB4
576,Q07802
577,Q8BJI4
578,Q08024
579,Q8K396
580,Q08369
581,Q8BX22
582,Q64700
583,Q1H9T6
584,Q8VIM5
585,Q3TVI8
586,Q9CQI9
587,Q3U1N2
588,Q9JJQ3
589,Q8R3P9
590,Q9WUQ2
591,Q4G5Y1
592,Q9D6I7
593,Q9D6X5
594,Q9DCX1
595,Q3UHF7
596,Q3UJD6
597,Q8K2C9
598,Q3UNW5
599,Q9ERA0
600,Q5RL51
601,Q9CR09
602,Q60668
603,Q60698
604,Q61602
605,Q60867
606,Q60749
607,Q91W39
608,Q60771
609,Q9DCK3
610,Q61827
611,Q8R2X8
612,Q9JLC6
613,Q80UW8
614,Q61146
615,Q62312
616,Q9WVL2
617,Q61188
618,Q61233
619,Q9DAW9
620,Q64279
621,Q61501
622,Q9CPR8
623,Q62315
624,Q6NZI9
625,Q6PGB8
626,Q80X44
627,Q8BP86
628,Q8BY02
629,Q8C7B8
630,Q8K119
631,Q8VCG9
632,Q8VIG1
633,Q91ZU1
634,Q99LL5
635,Q99PE2
636,Q9D6K9
637,Q9DCD2
638,Q9R0X0
639,Q9Z1B8
640,Q9Z1L3
641,Q9Z2D6
642,Q61751
643,Q62318
644,Q61820
645,Q9JIB0
646,Q62282
647,Q9QYB2
648,Q62296
649,Q8BIQ3
650,Q62440
651,Q9ER42
652,Q64526
653,Q9D1I4
654,Q9D1K4
655,Q8C1R0
656,Q64732
657,Q8CB77
658,Q6J1H4
659,S4R299
660,Q99KW9
661,Q9CYS6
662,Q9D009
663,Q6PDK0
664,Q9CZT4
665,Q8BP71
666,Q9Z0G7
667,Q6VUP9
668,Q6ZQG6
669,Q7TSI0
670,Q80V53
671,Q8R0T2
672,Q9CZK6
673,Q8BJ04
674,Q8BN78
675,Q8BSQ9
676,Q8BVH0
677,Q8BWY7
678,Q9QY14
679,Q8BZ34
680,Q9D0B1
681,Q9CUN6
682,Q9ESZ8
683,Q91VN1
684,Q8CCJ4
685,Q8JZL0
686,Q8K0Y2
687,Q922U2
688,Q8K4J6
689,Q8K4Z2
690,Q9Z205
691,Q8R326
692,Q9CZX2
693,Q9QZ28
694,Q8R5J9
695,Q99KK1
696,Q8VCD7
697,Q8VD76
698,Q8VDK3
699,Q8VHJ7
700,Q920D3
701,Q921D4
702,Q9DBS2
703,Q924A2
704,Q9ES18
705,Q9JJG5
706,Q99N03
707,Q9QXV3
708,Q9CQB2
709,Q9CR78
710,Q9Z2F2
711,Q9CWS1
712,Q9CWY4
713,Q9CX53
714,Q9WTL2
715,Q9CY99
716,Q9Z247
717,Q9CZA6
718,Q9D6W8
719,Q9DAI4
720,Q9D0F1
721,Q9D122
722,Q9D195
723,Q9D3J5
724,Q9D3R3
725,Q9D6J1
726,Q9D6S9
727,Q9DCW2
728,Q9D9Z1
729,Q9D7G9
730,Q9JJC8
731,Q9D8L5
732,Q9D8M7
733,Q9DCP9
734,Q9DCC4
735,Q9QWL7
736,Q9Z320
737,Q9JJ94
738,Q9JK92
739,Q9JLV1
740,Q9QZ09
741,Q9WU42
742,Q9Z2V6
743,Q9Z223
