0,A0A024R5S0
1,O75553
2,P25788
3,Q02446
4,Q8N9W6
5,Q93062
6,Q9NVV9
7,A0A024R6G0
8,P50222
9,A0A024RA76
10,O00560
11,Q14498
12,Q8N9Q2
13,Q9NZ81
14,A0A0A0MS80
15,P56705
16,A0A1B0GWI1
17,O14770
18,Q15323
19,Q8N3L3
20,Q9UBB9
21,A0AUZ9
22,Q96CV9
23,A0AV96
24,Q6P1W5
25,Q96LI6
26,A0AVK6
27,Q01844
28,Q12800
29,Q13643
30,Q8IUH5
31,Q8N653
32,A0AVT1
33,O15198
34,Q6NT76
35,A0JLT2
36,F5CTF3
37,P25963
38,P27707
39,P28360
40,Q6IAN0
41,Q75LH2
42,Q96JH8
43,A0JNW5
44,P54253
45,A0MNP2
46,P13686
47,Q08345
48,A0MZ66
49,O75936
50,P05413
51,P62508
52,Q6PIQ7
53,Q96KG7
54,Q9Y5B8
55,A0PJX4
56,Q8ND90
57,A0PK00
58,O95273
59,A0S2M1
60,P25054
61,A0ZT98
62,P08238
63,P36897
64,P37173
65,A1A4S6
66,P78314
67,Q92625
68,A1A580
69,O14503
70,Q63HR2
71,Q6IB83
72,A1A5C7
73,P26371
74,P60410
75,Q7Z3S9
76,A1A5D2
77,P63000
78,A1A5D9
79,Q6P597
80,A1E959
81,Q9H0E2
82,A1L0T0
83,O60784
84,P12956
85,Q8TAP6
86,A1L162
87,O75367
88,Q96ST2
89,A1L190
90,P49441
91,Q96CS2
92,Q9UL45
93,A1L3X0
94,Q96EV8
95,A1L3X4
96,P60370
97,P60411
98,A1L3Z8
99,Q5VTD9
100,A1L429
101,Q53SE7
102,Q8NEA9
103,Q96IK5
104,A1L443
105,P62993
106,Q8NDC4
107,Q9UQR1
108,A1L4H1
109,P37198
110,Q13077
111,Q13503
112,Q7Z6G3
113,Q96L14
114,Q9UPT5
115,Q9Y6Y8
116,A1L4K1
117,O95835
118,O95990
119,P10768
120,P17024
121,P28070
122,P29972
123,P31146
124,P40426
125,Q00994
126,Q06787
127,Q08117
128,Q14324
129,Q14738
130,Q15973
131,Q16670
132,Q3B820
133,Q53FD0
134,Q6IAM1
135,Q6NYC8
136,Q6P1J9
137,Q7Z3B3
138,Q7Z3I7
139,Q86VK4
140,Q86YD7
141,Q8IY31
142,Q8N8B7
143,Q8NEF3
144,Q8TAU3
145,Q8TD31
146,Q8WY48
147,Q92569
148,Q96BZ8
149,Q96NC0
150,Q96SQ5
151,Q99608
152,Q9BXY8
153,Q9H0A9
154,Q9H0E9
155,Q9H6F0
156,Q9H788
157,Q9HC52
158,Q9P0T4
159,Q9UGP5
160,Q9UIE0
161,Q9Y3B7
162,A1XBS5
163,Q92624
164,Q9Y3M2
165,A2RRD8
166,P60409
167,A2RRG2
168,P61964
169,A2RRH5
170,B4DYC6
171,P08243
172,A2RRL7
173,P15884
174,P31153
175,A2RRP1
176,O95897
177,A2RTX5
178,B2RDX5
179,P26639
180,A2RU14
181,P12004
182,Q5T700
183,Q96BA8
184,A2RU48
185,P45984
186,Q9HCM9
187,A2RU49
188,Q15654
189,A2RU56
190,A2RUH7
191,A2VCK2
192,Q5JR59
193,Q6A162
194,Q8N9N5
195,Q9NSS6
196,A2VDF0
197,Q96RS6
198,A2VEC9
199,P54259
200,Q96AY4
201,Q9ULK2
202,A3F769
203,O75569
204,P30519
205,A3KMH1
206,A4D0P7
207,O00311
208,O43929
209,O75419
210,P05783
211,P25205
212,P33992
213,P42771
214,P49736
215,P55268
216,Q13137
217,Q13415
218,Q13416
219,Q15233
220,Q5VZB9
221,Q6PKC3
222,Q86VP1
223,Q99459
224,Q99741
225,Q9GZT8
226,Q9NRR5
227,Q9NY15
228,Q9P2F8
229,Q9UBD5
230,A4D1E9
231,Q08379
232,A4D1I3
233,Q9UJX2
234,A4D1I7
235,O43809
236,O95251
237,P04183
238,P09467
239,P18754
240,P20073
241,P23508
242,P38936
243,P47736
244,P50570
245,Q13526
246,Q14203
247,Q14451
248,Q16637
249,Q7L7X3
250,Q8NFZ8
251,Q96NL0
252,Q9BQ89
253,Q9H4H8
254,Q9H6R7
255,Q9UJ70
256,A4D1P6
257,O95376
258,Q9UNK0
259,Q9Y266
260,A4D1U4
261,Q9Y6X0
262,A4D1U5
263,O00151
264,O95219
265,P08631
266,A4D2D6
267,Q15811
268,A4FU01
269,A4FU71
270,O15116
271,A4FVC0
272,A8K1F4
273,Q03933
274,Q13200
275,Q13451
276,Q15185
277,Q8IVD9
278,Q96BE0
279,Q9BTE6
280,Q9HAV2
281,Q9UNE7
282,A4QPB2
283,P53350
284,P67870
285,A4QPH2
286,A4UGR9
287,O75923
288,A5D8T8
289,Q6UY14
290,Q9UFG7
291,A5D8V6
292,O00308
293,O14964
294,O15162
295,O60504
296,O75340
297,O75886
298,O94875
299,P35638
300,P55347
301,P98170
302,Q15038
303,Q53EZ4
304,Q53FC3
305,Q6NUQ1
306,Q8HWS3
307,Q8NDC0
308,Q92567
309,Q92734
310,Q99816
311,Q99961
312,Q9BUJ2
313,Q9Y6A5
314,A5D8V7
315,O43463
316,O60341
317,Q96M63
318,Q9H5I1
319,A5PKW4
320,O14775
321,O60234
322,P23416
323,Q8WVB3
324,Q96S21
325,A5PL33
326,A5YM72
327,Q14669
328,A6BM72
329,A6NC98
330,P40425
331,Q9HAU0
332,A6NCF5
333,A6NDN3
334,Q92831
335,A6NDV4
336,P0C7T5
337,A6NE52
338,Q969H0
339,A6NEM1
340,O00555
341,A6NER0
342,P62258
343,V9HW98
344,A6NFR6
345,Q9BYR7
346,A6NGB9
347,O00401
348,A6NHQ2
349,Q92731
350,A6NI79
351,P21399
352,Q9NYL2
353,A6NJ69
354,Q13387
355,A6NJ78
356,Q15645
357,A6NJB7
358,A6NK53
359,A6NKD9
360,A6NN06
361,Q99750
362,A6NNL0
363,A6PVS8
364,O43639
365,A6XND8
366,A7E2F4
367,Q9NZM3
368,A7E2V4
369,A7E2Y1
370,Q8NB12
371,A7KAX9
372,P60953
373,Q86Y13
374,Q9BRK4
375,Q9NYB9
376,A7MD48
377,A7XYQ1
378,Q13363
379,Q5SZQ8
380,A8CG34
381,P42229
382,A8K031
383,O60925
384,O75674
385,P51955
386,Q53G59
387,Q8N6Y0
388,Q9P1Z2
389,Q9Y2J4
390,Q9Y3C0
391,A8K0R7
392,P63104
393,Q9H4A3
394,B3KTT5
395,O00165
396,O14654
397,O43151
398,O43242
399,O43852
400,O75190
401,O94906
402,O95072
403,O95816
404,O95817
405,P00540
406,P04049
407,P04350
408,P04626
409,P04637
410,P04843
411,P18858
412,P19086
413,P19447
414,P21397
415,P22695
416,P25686
417,P30679
418,P30988
419,P33993
420,P38405
421,P43155
422,P43250
423,P43686
424,P51610
425,P58340
426,P59046
427,P62495
428,P62873
429,P62879
430,Q13309
431,Q14190
432,Q14257
433,Q15047
434,Q15831
435,Q2WGJ6
436,Q53HC9
437,Q59FM5
438,Q59G26
439,Q59H13
440,Q6ZNJ8
441,Q7L576
442,Q7L5D6
443,Q8IWP3
444,Q8N6T7
445,Q8NHY5
446,Q8TDZ3
447,Q92696
448,Q92925
449,Q92993
450,Q99615
451,Q99933
452,Q9BXA6
453,Q9H4B7
454,Q9H6Y2
455,Q9NYK1
456,Q9P2K8
457,Q9UBF2
458,Q9UBN7
459,Q9UJY1
460,Q9UL15
461,Q9ULJ7
462,Q9UMP2
463,Q9UQ16
464,Q9Y239
465,Q9Y285
466,Q9Y312
467,Q9Y5Q8
468,Q9Y678
469,A8K222
470,Q494X1
471,A8K251
472,A8K2I7
473,P49841
474,Q8IX07
475,A8K2R3
476,O76015
477,P17980
478,Q13287
479,Q9BYV2
480,A8K340
481,P54274
482,Q9BSI4
483,Q9NUX5
484,A8K379
485,A8K3Q9
486,P50542
487,A8K5H9
488,O96006
489,Q04864
490,Q5VWN6
491,Q8N865
492,Q8WV35
493,A8K5I0
494,O00635
495,P15822
496,P21980
497,Q96HS1
498,Q9NZL4
499,Q9UN19
500,Q9Y4G8
501,A8K5M4
502,A8K673
503,Q15744
504,A8K6K1
505,Q09161
506,Q9BSJ1
507,Q9Y4E5
508,A8K6K3
509,O43390
510,O60287
511,O95157
512,P02751
513,P05386
514,P05423
515,P07814
516,P10644
517,P12277
518,P23528
519,P27635
520,P28838
521,P29622
522,P30153
523,P55212
524,P62714
525,P62877
526,Q13158
527,Q15007
528,Q15435
529,Q16539
530,Q16560
531,Q16643
532,Q7L266
533,Q86VX9
534,Q8IW41
535,Q8IXK0
536,Q8TDZ2
537,Q8TEL6
538,Q8WUK0
539,Q8WUM4
540,Q96AC6
541,Q96JB5
542,Q96KR7
543,Q96P48
544,Q96P50
545,Q9BXL7
546,Q9H4K7
547,Q9NYJ8
548,Q9NZ63
549,Q9UIA9
550,Q9UIC8
551,Q9Y2S7
552,Q9Y2X7
553,Q9Y5U2
554,A8K6V0
555,P61968
556,Q15437
557,A8K8G8
558,P55036
559,Q96NE9
560,A8K8P3
561,O43186
562,O60711
563,P08727
564,P23434
565,Q2TAC2
566,Q96AQ9
567,Q96HB5
568,Q9UHV2
569,Q9UI95
570,A8K8V0
571,P60331
572,Q8TB68
573,Q96KQ7
574,Q9UJC3
575,Q9UJV3
576,A8K8Y5
577,A8K900
578,Q8NF50
579,A8K932
580,O94972
581,P14373
582,Q13422
583,Q5JST6
584,Q96AA8
585,Q96BR9
586,Q96LA8
587,Q9H257
588,Q9Y2D8
589,A8K940
590,Q8WWW0
591,A8K9C1
592,A8KA83
593,O15209
594,P05090
595,Q06432
596,Q96K78
597,A8KAF9
598,Q8WU10
599,A8MQ03
600,Q5T752
601,A8MT69
602,A8MVW0
603,Q13554
604,A8MW92
605,P26378
606,Q92851
607,Q9H0M0
608,Q9NX58
609,A8MZ97
610,A8YXX4
611,O75925
612,O75928
613,P03915
614,P12757
615,P19838
616,P63279
617,Q03181
618,Q6ZVK8
619,Q7Z6E9
620,Q7Z6M1
621,Q86Z02
622,Q9H422
623,Q9H8W4
624,Q9NYL5
625,Q9UKL3
626,Q9Y6X2
627,A9UF07
628,A9UHW6
629,P37231
630,P56524
631,Q5RKV6
632,Q5VU43
633,Q9NUU7
634,Q9UMR2
