Spi1,P17433,2.3044,4.0031,5.1094,7.5661,2.209,2.3852,2.3617,1.4532,1.1937,3.8815,3.1181,1.019,3.7652,4.1867,2.0381,3.5543,3.1648,3.4102,4.9571,5.3472,1.8122,0.6635,3.3817,4.2048,4.0846,3.3114,2.6839,3.9758,4.7512,3.1127,1.7412,4.2458,3.966,4.5492,1.682,2.036,18.3435,12.5936,12.4115,13.3253,2.459,1.1561,2.7859,2.6265,4.4807,3.7422,3.0126,4.6822,6.2788,2.4703,67.116,81.0496,66.0898,54.852,1.9388,3.5519,2.1871,4.4911,1.2364,0.6653,7.156,7.3013,11.1717,5.1505,8.3539,7.3403,1.4167
Stat6,P52633,36.8625,45.35,38.437,37.6335,3.5257,3.8995,4.48,5.2767,5.2531,5.7695,4.2285,3.5522,42.4328,30.1146,31.4673,39.5971,14.6521,16.0587,18.771,19.7215,20.2305,20.5571,22.0381,21.7437,16.5,16.0337,14.7247,14.9359,15.9364,16.8765,14.6666,17.0559,22.8388,28.3438,25.0637,26.9819,44.6295,41.6483,39.6542,42.8056,12.3824,10.0619,15.2022,11.5037,29.4443,30.8248,39.24,42.6674,44.1939,40.2897,80.318,80.2913,80.9069,47.9218,25.5745,22.8542,23.0392,19.3193,2.4137,2.0896,53.1789,58.5691,53.0858,53.9813,38.5601,33.4107,15.6354
Tead3,P70210,1.9551,2.64,3.4397,5.5713,0.6793,1.1208,0.2156,0.8693,0.9002,0.3821,1.0567,0.7219,40.3583,19.2939,22.0731,31.3824,7.1456,6.7087,8.2744,5.1542,6.2306,4.5723,5.4996,6.3467,2.5102,2.0338,2.8168,1.6509,1.7782,2.662,1.8156,2.7562,8.8478,11.6095,10.1936,9.1588,8.8273,10.4072,9.3188,8.8902,4.4301,4.0788,4.3398,4.2217,11.2499,11.1702,9.6846,8.542,7.0155,6.005,1.8353,1.3768,1.3275,0.8409,7.7057,6.7894,7.154,8.2965,2.1767,1.9168,2.5104,2.3512,3.0489,2.6656,18.741,17.7876,6.247
Ppard,P35396,14.2414,10.7713,9.1851,11.7151,8.5063,6.0727,7.354,6.3069,8.0854,6.0712,7.4068,7.5496,23.4718,15.1693,17.7708,18.8068,6.4797,7.0738,7.7464,6.8848,5.8466,6.2714,5.658,5.6269,2.5164,1.5711,1.603,1.7517,1.5421,1.6904,1.0854,2.1254,33.8521,44.3459,48.2366,41.4904,7.6436,9.3546,6.5142,6.0157,8.1654,8.8371,9.1615,9.5105,5.6215,8.9573,37.2834,36.5226,40.8852,34.3049,6.8438,7.4104,6.3677,7.4946,13.8065,11.4654,14.5757,10.7012,1.6497,1.6639,9.2246,7.3542,9.2004,8.3614,9.7237,8.196,8.2258
Dbf4,Q9QZ41,2.9904,1.6657,2.1363,3.0475,0.9649,1.0012,1.0292,0.9107,1.0875,0.6846,0.8312,0.9897,5.7592,3.7545,4.7897,4.7231,0.826,0.8025,0.8944,1.7194,1.4031,1.3969,1.2625,2.177,1.2825,1.3515,2.1369,0.8536,1.3574,1.4384,1.4979,2.2113,5.1073,5.2796,5.0604,4.8601,5.0335,4.0259,4.9661,7.0733,0.8621,0.7373,1.6553,0.9071,9.2914,11.4255,8.3018,8.6897,6.8011,7.0031,15.1249,14.5183,15.5802,29.2967,3.6279,2.5589,5.587,3.9999,30.1756,31.2892,38.6383,42.9155,32.0189,38.5654,8.5982,14.6956,1.5987
Daxx,O35613,6.3313,9.936,11.2893,9.1937,7.6033,7.0314,8.6784,5.6493,4.6979,5.8792,7.0681,7.4764,7.9111,7.7287,6.0765,8.3403,3.0404,2.8075,5.4034,5.02,6.015,5.4007,10.8096,5.1147,4.8217,2.3386,4.6327,4.5335,3.1244,4.1164,3.6418,4.3877,7.1317,7.0932,8.0193,5.591,7.5992,9.7309,8.872,10.0538,5.0045,2.4251,5.3336,5.3055,9.9078,13.651,8.8183,8.7815,9.0803,6.1295,21.4445,19.7538,19.637,19.7183,8.6944,5.8873,8.9501,9.6174,44.652,45.5896,17.4648,24.7645,25.9804,22.0594,16.4252,10.8883,8.0215
Irf9,Q61179,23.7133,24.0987,27.5876,27.877,6.5153,7.2987,6.01,4.8656,5.6849,6.3188,6.0984,6.0239,8.2773,10.5758,11.1089,12.0694,11.1999,9.3001,9.7144,12.4529,9.9178,8.2352,10.8615,9.5962,13.361,13.1966,16.1025,14.2108,12.0359,11.6756,12.8323,10.4328,11.4143,13.7405,9.8248,15.041,28.5313,31.5036,29.4797,31.1817,11.1781,3.6603,7.0883,5.7024,19.8938,17.2163,15.2634,16.4562,21.622,17.1115,55.4418,62.5381,61.0995,54.1516,6.6543,5.761,8.5447,7.3581,3.8201,3.1565,32.5038,34.2039,33.8888,27.3295,45.1123,25.0182,13.736
Nr2f6,P43136,27.219,32.9111,26.0169,31.3097,22.602,19.2635,17.5132,17.0623,23.4153,19.081,15.8765,13.2744,33.3251,33.1539,27.6313,33.0885,17.1105,17.8683,18.473,16.7568,47.5409,50.2486,46.4071,53.5223,43.1434,32.8389,34.079,33.0665,26.6723,31.3001,27.4255,28.5107,26.336,45.6332,39.9827,41.9169,26.476,32.4074,25.3496,29.4611,9.8694,12.4209,11.2761,16.9309,39.119,42.4222,33.6398,46.6279,35.3104,34.9965,21.3826,22.8943,15.6483,14.334,30.482,28.1686,35.9085,30.2435,5.8968,5.3709,15.879,16.7799,11.6691,16.7548,34.705,73.6078,19.6328
Hltf,Q6PCN7,11.0179,12.3073,14.8216,13.5507,7.6909,9.3762,8.2943,7.4632,8.7707,9.6703,8.1006,7.3375,8.3984,7.5922,10.1315,9.9423,9.1103,6.456,9.3709,8.1932,7.9322,9.0868,7.7516,9.0667,4.332,5.1294,3.5108,4.0965,3.1864,2.8495,3.1092,3.0945,8.9997,14.5187,13.9887,13.1219,24.2825,15.9031,21.6595,23.0556,4.1849,3.1466,5.4606,4.2321,14.5678,13.2008,7.7492,7.5652,7.7092,9.8416,28.3072,30.0099,28.2701,20.9561,6.9422,7.8645,9.7607,7.6545,4.6953,4.9347,30.0179,27.6707,32.2602,26.7346,10.6996,12.9192,6.2019
Gtf2f1,Q3THK3,35.8682,29.8708,36.6942,36.6985,26.1974,26.7362,26.5367,26.3722,27.5892,24.8527,25.5957,28.0651,31.6646,26.4596,30.415,31.0591,6.1035,6.4622,7.2268,7.0302,13.3715,12.7911,11.469,14.9528,10.7439,12.2474,11.0448,10.3131,9.0158,8.857,7.664,9.098,19.2546,24.9604,25.139,22.1414,19.5835,20.8265,21.0092,21.8511,7.8027,4.5856,7.1303,7.0373,27.9582,27.168,30.9951,32.3183,35.1035,32.5935,33.1139,29.1258,33.3978,45.7104,24.6568,17.2259,21.4875,19.395,99.2553,94.0416,42.3885,40.2802,41.2322,40.8115,28.3924,40.1793,14.6863
Med6,Q921D4,20.9703,18.528,24.6454,22.8324,12.7816,11.4332,19.4712,16.0982,16.4665,19.5688,18.3266,18.9631,18.1656,13.3927,17.5726,19.3892,7.0929,10.1381,12.5639,10.4755,11.5562,14.8581,15.6486,16.7253,9.5793,12.5652,9.6473,13.0202,11.1964,8.4626,8.798,10.6044,14.2493,28.1101,22.6283,24.637,22.8511,23.9901,26.7727,23.6301,14.3824,11.2227,14.844,13.1607,25.9007,25.9043,21.0016,18.5477,20.7698,22.6797,19.4457,21.5215,23.185,21.7749,15.1282,10.8711,10.821,10.729,24.2758,26.2008,32.2781,23.5612,26.1828,22.1424,26.8875,41.0793,9.6039
Mcm2,P97310,11.6813,10.9975,7.6143,9.5278,0.707,1.119,0.8466,1.349,1.5614,1.2434,1.2424,1.4685,4.0309,4.8598,3.1645,5.4306,1.4707,1.2773,1.4746,1.6351,3.2682,2.1666,3.9829,4.2301,0.7071,0.7286,0.693,1.067,0.6127,0.4508,0.2449,0.7962,6.3808,7.7987,6.9709,5.5016,3.9885,4.2972,4.1264,4.7218,2.1056,1.5909,1.4557,2.3931,14.957,17.1089,9.6919,10.3974,6.7738,6.295,23.1109,19.6553,31.224,58.2018,4.8841,3.169,3.9023,3.2965,4.2514,6.8019,47.6788,47.69,38.1422,42.3605,15.122,29.3747,3.0919
Relb,Q04863,7.5707,7.9558,8.2306,7.9294,1.3508,2.991,2.2566,2.3229,2.4857,2.169,2.9957,2.2313,5.91,3.7772,5.2899,5.0998,2.1381,2.5133,3.0985,2.8785,2.0739,2.3122,1.6393,1.8308,0.5308,0.6216,0.5057,0.5579,0.8996,0.6491,0.2257,0.4472,11.8833,23.3306,21.9947,22.1329,6.4322,7.5744,6.3958,5.5059,2.2444,1.6564,3.3756,3.0108,5.8682,7.7355,38.9171,28.4541,58.1495,32.2748,36.0805,33.6171,30.8813,22.1341,2.8429,2.0486,2.9318,2.1186,1.7251,2.5948,13.0501,13.186,19.3787,13.2879,4.0564,6.8084,2.281
Foxj2,Q9ES18,5.7227,5.6162,5.8378,6.7598,6.939,7.2217,6.1594,6.6831,6.3885,6.2045,7.7852,7.678,8.4808,6.563,6.9208,9.0016,7.9462,8.6351,8.6448,7.3242,5.0385,4.5833,4.95,5.5521,2.3077,1.4849,2.1438,1.9554,1.4358,1.4882,1.1071,2.0521,3.9906,7.5505,5.8204,6.1459,9.9781,10.5788,8.2311,8.4713,6.8634,7.5084,6.1005,6.6981,9.7651,9.1582,3.1777,3.1385,3.3919,2.9042,12.5795,13.3431,11.0242,8.6443,5.5063,5.1459,5.1177,4.5702,2.295,2.4598,8.1785,6.9247,8.956,8.8959,7.3931,9.3177,3.3016
Ruvbl2,Q9WTM5,14.2691,14.5681,9.6018,14.0749,10.2152,10.3064,9.8101,8.9708,12.1,7.7827,11.1663,9.2381,9.9653,8.3819,7.1748,11.001,7.009,7.5283,7.8843,7.0274,8.462,7.4113,9.5437,8.4442,4.2917,3.7333,3.9584,4.1019,2.6406,4.0833,2.6249,3.4689,10.4519,12.8935,10.2891,12.238,16.6168,19.259,14.1728,15.2748,7.2854,7.76,7.3301,9.2576,30.6803,33.0023,17.1929,16.6925,11.6883,11.4838,22.7906,23.5735,24.9809,26.7349,9.7874,8.6104,8.3715,7.1767,70.7778,84.1039,26.8439,28.7116,26.226,29.7046,23.5353,29.352,10.1123
Hlf,Q8BW74,5.3891,5.9426,4.961,8.0665,45.869,46.1819,40.9734,43.2689,38.8647,38.28,37.9979,49.8483,7.7445,4.6253,3.7455,7.7594,6.6729,7.5533,4.2066,9.3649,33.5588,34.7006,20.6295,25.9275,15.324,13.1934,15.6742,16.5449,5.8225,8.9955,5.5338,8.5199,1.9381,3.4441,0.6858,3.6043,7.7988,11.6024,3.843,5.33,2.6205,3.395,1.6336,3.4858,4.9578,6.5885,0.7275,1.4917,0.3832,0.4782,1.1857,1.1596,0.7295,1.0182,2.9329,2.2185,0.6247,1.2722,0.5784,1.0825,0.557,0.8828,0.5903,0.2007,1.5972,4.33,3.0408
